Job_Id,Designation,Required Skills,Max Exp (in months),Max Exp (in months)
12951,IBM Datacap Consultant,IBM Datacap,10 - 15 yrs,
12952,SAP Director - Sales and Marketing Applications,"SAP, Hybris, eCommerce, CRM",1 - 6 yrs,
12953,Business Analyst,mmis,6 - 11 yrs,
12954,Consulting - Manager - Risk Advisory Services - IT Audit,Telecommuting not available Travel not required,3 - 5 yrs,
12955,Systems Engineer - IT Escalations Technician,"Citrix, Windows Server, VMware, Cisco, Exchange",2 - 6 yrs,
12956,Software Developer,".Net, Agile, Ajax, Analysis, AngularJS, API, Architecture, ASP, ASP.NET, Business Requirements, CSS, Developer, Development, JavaScript, Linux, Management, Modeling, Quality Assurance, SOAP, SQL, UML, VB, XML",2 - 6 yrs,
12957,ETL Developer/Architect,"ETL, PostgreSQL, Informatica, Power Center, Power Exchange, Control-M, Mapping, Oracle, Linux and AIX",3 - 5 yrs,
12958,"Director, IT Infrastructure","IT Infrastructure/Operations management, Data Center operations, Service Desk management, Disaster Recovery, ITIL, Six Sigma, Strategy, Budgeting, SLA, Capacity Planning",10 - 15 yrs,
12959,Applications Analyst,"Oracle Supply Chain Management modules such as OM, Shipping, INV, WIP, BOM, PO, WMS, ASCP, Demantra, iProcurement, Order to Cash Oracle process, SQL,R12",3 - 5 yrs,
12960,Oracle Apps Financial Functional Lead,"Oracle EBS R12 module expertize AR, AP, GL, FA, CM, iExpense, EBS Tax",3 - 5 yrs,
12961,Mobile Core Engineer,"CDMA, LTE, UNIX Servers, Cisco",1 - 6 yrs,
12962,"Sr. Server Side SDE - Java, Hadoop (SS850)","Java, Spring, Reboot, Python, Hadoop, Hive, MapReduce, SQL, AWS",3 - 5 yrs,
12963,Technical Recruiter in US IT Staffing,Technical Recruiter in US IT Staffing,6 - 11 yrs,
12964,Dynamics NAV Consultant,Dynamics; NAV; Navision; SQL; Support,10 - 15 yrs,
12965,OSS Test Engineer,"OSS testing, Unix, SQL, PL/SQL, TOAD, ORACLE, HPQC, QTP, WinRunner or LoadRunner.",6 - 11 yrs,
12966,Network Monitoring Engineer-GA,"Network, LAN, WAN, Monitor",3 - 5 yrs,
12967,Sr. Sap Security Administrator,"SAP, security, GRC, HANA",3 - 8 yrs,
12968,Epic Certified Resolute Hospital Billing CDM Analyst - MI,Epic Resolute Hospital Billing Certification,Not Mentioned,
12969,Sr Java Developer,Java ExtJS Spring Hibernate,2 - 6 yrs,
12970,IT Sales/Bench Sales Professional,IT Sales/Bench Sales in US IT Staffing is must.,3 - 5 yrs,
12971,Data Architect (ETL/Big Data/Hadoop),"Data Architect, ETL, Big Data, Hadoop, Solution Architecting, design, implement, automate and maintain large scale enterprise data ETL processes",3 - 5 yrs,
12972,Peoplesoft HCM Consultant,"Peoplesoft, HCM, Payroll, Training, E-Learning, Workflow, Time & Labor",6 - 11 yrs,
12973,"AngularJS / Web Developers Needed @ Richardson, TX","Angular JS,CSS, HTML, XML, JavaScript, AJAX, JQuery , Java, J2ee",9 - 14 yrs,
12974,eRates Ion Analyst,"Java , Front Office , ION Market view , TIBCO",6 - 11 yrs,
12975,Mobile Tester / Mobile Application Tester,Mobile Tester / Mobile Application Tester,10 - 15 yrs,
12976,Hardware/Software Technician,"Desktop, Printer, SCCM, VOIP, Helpdesk",0 - 3 yrs,
12977,JD Edwards Manufacturing & Distribution Analyst,Jd edwards manufacturing distribution advanced pricing functional analyst,12 - 15 yrs,
12978,Java Developer--Contract to HIre with Fortune 10 Company,(USER INTERFACE OR UI OR HTML OR CSS3 ) AND(JAVA OR ANGULAR OR ANGULAR JS OR JSP OR JQUERY OR JAVASCRIPT ) AND(JBOSS OR WEBSPHERE OR WEB SPHERE ) AND(AGILE OR SCRUM ) AND(ORACLE OR MYSQL OR NOSQL OR,3 - 5 yrs,
12979,Consulting - Manager - Infrastructure Technology,Telecommuting not available Travel not required,0 - 3 yrs,
12980,Websphere Engineer (Windows),websphere,6 - 11 yrs,
12981,IT Technology Support Analyst with Fortune 10 Company,(HELP DESK OR HELPDESK OR HELP-DESK OR TECHNICAL SUPPORT OR TECH SUPPORT OR CALLCENTER OR CALL-CENTER ) AND(TICKET OR INCIDENT OR CALL TRACKING OR TROUBLESHOOT OR TICKETING OR REMEDY ),10 - 15 yrs,
12982,Senior Software Development Engineer In Test,"Software Engineer in Test, Java, Python, designing, coding, GitHub, Jenkins, Hudson, Eclipse, Cassandra, Kafka, Linux/Unix, SQL, Quality Assurance, Design, develop, and maintain automated test suites",3 - 5 yrs,
12983,Sr Java J2ee Developer-Fulltime,"java, j2ee,web services",4 - 5 yrs,
12984,iOS Developer,"iOS, Swift, RESTful, Java",6 - 11 yrs,
12985,Director EDI,"EDI analysis, SQL, EDI transcations, ETL,",10 - 15 yrs,
12986,IT Systems Administrator/Network Specialist,"VMware,Windows Server (Microsoft Clustering),Cisco UCS Server Technologies, basic / intermediate networking experience",1 - 5 yrs,
12987,Android Developer,"Eclipse IDE, Broadcast Receivers, OOP",7 - 12 yrs,
12988,Android Developer,Android Developer,1 - 6 yrs,
12989,Account Manager - IT Managed Services,"Business Development, sales, marketing, Information Technology, service",Not Mentioned,
12990,JAVA and JSP Developer,"Java, JSP, Struts, Sevlets, EJB, JMS, MDB, HTML, XML, SQL, Oracle",10 - 15 yrs,
12991,Cloud Automation Engineer,Chef Cloud Virtualization cloud VMware,3 - 5 yrs,
12992,Architect,"Lead, Agila, Java, Java Developer",6 - 11 yrs,
12993,Desktop Support/ NOC Technician,"End user management (EUC), Troubleshoot desktop computer hardware, software, printers, faxes and phones, IBM BigFix/SCCM desktop management tools, Setup, configure, install, move, and/or deliver lapto",10 - 15 yrs,
12994,Vantage HCM lead systems analyst,Vantage HCM,7 - 10 yrs,
12995,Software Architect,"Devops, JAVA/J2EE, C++, Architect, Rest",10 - 15 yrs,
12996,Automation Tester - Cucumber,"cucumber,",10 - 15 yrs,
12997,UX Designer,"UX Designer, User experience",3 - 7 yrs,
12998,Consulting - Senior Associate - FP&A Advisory,Telecommuting not available Travel not required,10 - 15 yrs,
12999,SAP FICA Lead Consultant,FICA,Not Mentioned,
13000,Quality Assurance Test Team (W2/C2C),Quality Assurance Analyst,3 - 5 yrs,
13001,Application Engineer,Application Engineer,3 - 5 yrs,
13002,Consulting - NetSuite Functional Consultant,Telecommuting not available Travel not required,6 - 11 yrs,
13003,Business Support Analyst,Business Support Analyst,3 - 5 yrs,
13004,Guidewire developer,"Guidewire, policy, billing",10 - 15 yrs,
13005,Senior VMware vRealize Engineering Lead VRA VRO,"Senior vRealize Engineer, Vrealize Automation (VRA) and Vrealize Orchestrator (VRO)",15 - 20 yrs,
13006,Civil/Structural Engineer,"BS Civil, Structural or Architectural Engineering with 8-10 years experience and a PE license.",6 - 11 yrs,
13007,Microsoft Dynamics NAV Senior Developer: Central (Dallas),Telecommuting not available Travel not required,6 - 11 yrs,
13008,Hyperion Technical/Functional Specialist,"FDQM, Public Sector Planning and Budgeting, Reporting, Security, Essbase, SmartView, Data Form, Web Form, Task List.",3 - 5 yrs,
13009,Data Architect,SQL / Java / Scala / C++ / AWS / Data Warehousing / Spark / Kafka / Tableau / Hadoop / ETL.,3 - 5 yrs,
13010,EDI Development Analyst,Experience Level: Senior (5+ years of experience),2 - 4 yrs,
13011,Business Analyst/Software Designer,SDLC and JAD,5 - 10 yrs,
13012,Enterprise Infrastructure Solution Architect Cloud Architect,"Azure Cloud, Infrastructure,",10 - 15 yrs,
13013,Project Manager,"Supply chain,product engineer ,Clarity,Primavera,MS project,Infrastructure,PMP",8 - 13 yrs,
13014,SAP Reporting,"SAP,ACCESS,Business Intelligence,Telecom",4 - 6 yrs,
13015,Applications Engineer - Sharepoint,"Sharepoint, SQL Server, Active Directory, Windows Desktop OS, Powershell Scripting",3 - 5 yrs,
13016,ETL Developer/Architect,"ETL, PostgreSQL, Informatica, Power Center, Power Exchange, Control-M, Mapping, Oracle, Linux and AIX",3 - 8 yrs,
13017,Business Analyst/data Analyst,"Business Analysis, data analyst",10 - 13 yrs,
13018,Azure Architect,"Azure, Cloud, Architect, Microsoft Stack, Security, System Design, Application Design",2 - 3 yrs,
13019,Senior ASP.NET MVC Developer,"ASP.NET MVC, C#, SQL",2 - 5 yrs,
13020,Business Analyst,"BRD,Agile,Waterfall,Business Requirement Document,",1 - 4 yrs,
13021,IT Desktop Support Associate,Telecommuting not available Travel not required,7 - 9 yrs,
13022,Tableau Developer,"Tableau Desktop,Excel,HTML, CSS, Java",9 - 11 yrs,
13023,ETL Developer,"Oracle Security, Oracle Warehouse Builder, Oracle Data Integrator, Oracle BI",5 - 8 yrs,
13024,Performance Engineering Lead,"SOASTA, performance, engineering, tuning, assess, modeling, analysis",4 - 7 yrs,
13025,DB2 Engineer,"DB2, Schema Design, Stored Procedures",1 - 4 yrs,
13026,Consulting - Senior Associate - Financial Institutions,Telecommuting not available Travel not required,1 - 2 yrs,
13027,Senior Network Engineer,"WAN/MAN/LAN/Wi-Fi network design, configuration, evaluation, problem resolution and project management , RIP, IGRP, EIGRP, OSPF, RMTP, BGP etc. and telecommunication connectivity including MPLS",5 - 8 yrs,
13028,Java/Application Development Manager,"java, Application development,",1 - 4 yrs,
13029,UX Design,"AXURE , Microsoft Visio , HTML5, CSS3",8 - 12 yrs,
13030,Windows 7 Consultant,"Windows 7, 10, server 2008/2012, SCCM, OSD, MDTVDI and XenDesktop",8 - 10 yrs,
13031,SAS Grid Administrator,"SAS/GRID , SAS/RTM, SAS/EMINER and SAS/Enterprise Guide",3 - 6 yrs,
13032,Identity Management SME,"ForgeRock, Identity, Developer, Architecture, AWS Cloud, Jenkins, SoftNAS, GitHub, Artifactory, IAM, openDJ, LDAP, SAML, Kerberos, Linux",5 - 8 yrs,
13033,Security Compliance Analyst,"HIPAA, NIST, CISSP, CISM, Compliance",4 - 9 yrs,
13034,Sr. Project Manager,"SAP/SharePoint , Microsoft Project , Microsoft office suite , Budget",3 - 7 yrs,
13035,Functional Data Analyst,"Business Rules , Financial instruments , Wholesale deposits , Retail , Mortgage and derivatives , Liquidity analytics , Data repositories , Equities , Debt instrument , SQL",5 - 10 yrs,
13036,Salesforce Technical Architect,Salesforce Technical Architecture,3 - 8 yrs,
13037,Planner/Production Floor Control,"Planner,Production Floor Control,product line,project managers,planning,scheduling,",3 - 5 yrs,
13038,Senior Web Developer,"3+ years' work experience as a professional developer, using the following languages and tools:,Professional standards-based web development using HTML/HTML5, CSS/CSS3,Strong JavaScript knowledge/skil",7 - 11 yrs,
13039,Consulting Senior Associate IT Risk,Telecommuting not available Travel not required,2 - 6 yrs,
13040,Data Analyst w/ Major Investment Bank,"Excel, Macros, Data, Data entry",3 - 6 yrs,
13041,EUC Analyst,"End-user computing, technical suport",3 - 6 yrs,
13042,C++ Software Developer,C++ Software Developer Microsoft foundation class mfc stl destop applications rest xml json internet information services iis sql mssql server tcp http network mcp collaboration planning research,2 - 5 yrs,
13043,Exchange Engineer,exchange,7 - 10 yrs,
13044,Technical Support(Data Center) - Need Locals only,"data center, Technical Support",4 - 9 yrs,
13045,Business Solutions Analyst III Digital Experience,"Business Solutions Analyst, Healthcare, SDLC, agile, visio, sql, API or cloud or TFS",4 - 9 yrs,
13046,"W2 Contract ETL developer for San Francisco, CA","ETL , SOA",2 - 7 yrs,
13047,SAP EWM Functional Analyst,"SAP EWM, SAP implementations",6 - 9 yrs,
13048,Hardware/Software Technician,"Desktop, Printer, SCCM, VOIP, Helpdesk",2 - 4 yrs,
13049,QlikSense Report Writer,"QlikSense, Reports, SQL, Cognos",3 - 8 yrs,
13050,Business Systems Analyst,"5+ years of Professional experience as Business Systems Analyst, Strong technical aptitude and systems experience, UI/UX experience",10 - 15 yrs,
13051,Build & Release Engineer,"Oracle Applications- Oracle E-Business Suite (Oracle EBS), Oracle Fusion Middleware , Oracle WebLogic",1 - 4 yrs,
13052,Sr .NET Developer,".Net,Agile,C#,Oracle,SOA,SQL,Stored Procedures,T-SQL,WCF",3 - 5 yrs,
13053,Quality Assurance Applications Developer,(QUALITY ASSURANCE over 2 year(s) OR SOFTWARE QUALITY ASSURANCE over 2 year(s) OR SQA over 2 year(s) OR QA over 2 year(s) ) AND(EDI OR ELECTRONIC DATA INTERCHANGE ) AND(XML ) AND (JSON ) AND (SQL ) A,1 - 6 yrs,
13054,HP PPM Deployment Consultant -Remote URGENT!!625,"Oracle E-Business Suite, PPM, Configure, Deploy",0 - 3 yrs,
13055,Salesforce Developer (10+ exp must),"apex, ""Visual force"", ""Visual workflow"", ""Data modelling"", Community",4 - 9 yrs,
13056,Informatica Developer- LOCAL ONLY,"Must have strong Informatica experience, The candidate should have solid Oracle or Sybase and PL/SQL skills",2 - 7 yrs,
13057,Unix Systems and Middleware Developer,Unix Scripting Shell Scripting Automation Weblogic Websphere IBM Mq Oracle Tuxedo,1 - 4 yrs,
13058,Project Manager,Project Manager,7 - 12 yrs,
13059,C# / ASP.NET MVC Engineer,"C#, ASP.NET MVC, DI, Unit Testing",2 - 3 yrs,
13060,Salesforce Technical Lead,Force.com Development; Technical Leadership,3 - 5 yrs,
13061,Test Engineer w/Top Secret,Candidate must have existing TS clearance. Must be willing to work in Dallas TX or Aurora CO area for the duration of the project. No remote work.,3 - 6 yrs,
13062,Consulting - Senior Associate - Netsuite,Telecommuting not available Travel not required,2 - 7 yrs,
13063,"SAP FICO Solution Architect - Short term - Menlo Park, CA",FICO Solution Architect,7 - 9 yrs,
13064,Sr. Network Engineer,"LAN/WAN, Datacenter , Wireless Infrastructure , Load balancing, Ethernet Fabrics, Wan Optimization",7 - 10 yrs,
13065,Lead Java Developer,"Java, Spring Boot",1 - 3 yrs,
13066,Software Developer III,"Java, JavaScript, NodeJS, NOSQL,REST APIs, SDLC ,Lean, Agile, XP, CI, Testiing J2EE, Spring Framework, MVC, App server, Tomcat,JBoss, OSGi, SOAP/REST webservices, Eclipse IDE,",1 - 5 yrs,
13067,Sr. Javascript Developer,"Javascript, angularjs, coffeescript, jquery, bash, postgresql, aws, rubyCSS, HTML, MVC frameworks",2 - 5 yrs,
13068,Enterprise Security Architect / Security Architect,"CISSP,ISSAP, NAS Storage, , Security Architect, IT Security Architect, Security Engineering, Enterprise Security Architect, EndPoint Security Architecture , Security Architect, Cyber Security",2 - 7 yrs,
13069,Internal Audit Manager,Telecommuting not available Travel not required,0 - 3 yrs,
13070,ETL with Investment Banking - Need Local to NY,"SSIS, ETL, Data warehouse, Investment banking",7 - 12 yrs,
13071,C# Developer,"C#, WCF, WPF, SQL, ASP.NET",0 - 5 yrs,
13072,Senior Mobile Developer,"Agile, Analysis, Analytical Skills, Android, API, CSS, Developer, Development, E-commerce, GIT, iOS, Java, JavaScript, Jenkins, Lifecycle, Management, Programming, Project, Release, Scrum, Testing",5 - 7 yrs,
13073,Consulting - Manager - Microsoft Dynamics AX,Telecommuting not available Travel not required,5 - 10 yrs,
13074,JDE Business Analyst,"JD Edwards, EnterpriseOne, Finance, GL, AP, AR, FA, Cost Accounting,",2 - 5 yrs,
13075,Android Senior Developer / Architect,Android Senior Developer / Architect,4 - 6 yrs,
13076,RF Hardware Engineer_NY,"RF Hardware Engineer, Qualcomm smartphoneRF aspects of a complete mobile product development life-cycle RF/antenna design",3 - 6 yrs,
13077,EDI Developer,"knowledge of MS SQL Server 2005, 2008, SQL Server Reporting Services, and Microsoft Office Professional Suite",10 - 10 yrs,
13078,C++ Software Engineer,"Real-time transaction networking applications, Linux/UNIX, Strong OO skills, Multi-threading, C/C++, kernel, drivers, socket",5 - 10 yrs,
13079,Microsoft Dynamics GP Consultant,Telecommuting not available Travel not required,3 - 8 yrs,
13080,Senior Mobile App Developer (iOS / Android),"Mobile, Web Development, CSS, JavaScript, xCode/iOS/Objective-C/Swift OR Java/Android",3 - 6 yrs,
13081,Java Developer,"Java , Python , JavaScript , OSGI, maven, Jenkins, GIT , Karaf",6 - 8 yrs,
13082,Hardware/Software Technician,"Desktop, Printer, SCCM, VOIP, Helpdesk",4 - 7 yrs,
13083,Application Support/Windows Support analyst,"Support on technical, procedural and process, Microsoft SQL server, Network Operating System, CICD, MS Office, MS Project",6 - 8 yrs,
13084,Project Manager with (IAM),Project Manager with (IAM),9 - 12 yrs,
13085,Systems Engineer (MS Engineer),AD vmware Exchange Microsoft,4 - 6 yrs,
13086,Network Infrastructure Consultant,Telecommuting not available Travel not required,1 - 5 yrs,
13087,Pega developer,"Pega , UNIX , HTML , Shell Script , Java , EE or EJB3 , JDBC",0 - 3 yrs,
13088,Senior Java Developer,"Java/J2EE, Spring, Struts",3 - 8 yrs,
13089,FileNet P8 Consultant,"FileNet P8, FileNet Image Services, Hyland OnBase, AIX and Solaris, HP Exstream, WebSphere Application Server, IBM MQ and Apache Web Server",12 - 15 yrs,
13090,Network Infrastructure Consultant,Telecommuting not available Travel not required,3 - 8 yrs,
13091,Sr. Oracle Apps DBA,"Oracle Applications , DBA , EBS , Fusion , SOA",0 - 1 yrs,
13092,Account Manager - IT Managed Services,"Business Development, sales, marketing, Information Technology, service",7 - 12 yrs,
13093,SAP FICO Test Lead,SAP FICO Test Lead,4 - 7 yrs,
